id,speechtime,wordcount,segmentcount,videoduration
15029,486.15000000000003,623,59,624
15030,565.7099999999999,50,1,566
15031,370.53000000000003,4,2,400
15032,189.66000000000003,92,7,260
15033,386.88,134,17,408
15034,283.53000000000003,178,33,387
15035,266.22,14,1,271
15036,189.26999999999998,8,2,190
15037,903.5100000000001,99,7,913
15038,333.90000000000003,5,1,346
15039,1915.7700000000004,1429,176,2031
15040,250.68,5,1,251
15041,426.33000000000004,161,12,466
15042,188.46,152,2,189
15043,945.5699999999999,2497,103,1020
15044,408.90000000000003,237,4,430
15045,185.01,5,1,185
15046,326.7300000000001,15,5,369
15047,342.84000000000003,13,4,503
15048,256.53,10,3,308
15049,185.49,2,1,186
15050,268.32,9,1,271
15051,338.4599999999999,68,9,353
15052,98.81999999999996,82,20,601
15053,220.61999999999998,134,9,232
15054,323.31,72,2,327
15055,230.04,5,2,239
15056,171.98999999999998,8,1,198
15057,214.14000000000001,29,1,228
15058,447.24,39,5,473
15059,193.92,19,1,206
15060,367.68000000000006,219,42,446
15061,219.74999999999997,6,2,225
15062,543.96,26,2,565
15063,272.70000000000005,9,3,299
15064,212.33999999999997,17,1,219
15065,334.32000000000005,77,1,335
15066,389.2199999999999,944,81,502
15067,366.11999999999995,172,7,367
15068,180.72000000000003,526,22,189
15069,483.69000000000005,23,2,491
15070,185.28,133,11,195
15071,246.72000000000003,504,4,248
15072,2063.2199999999953,5727,304,2397
15073,157.5,5,2,199
15074,1444.2600000000002,257,18,1924
15075,2225.640000000001,1083,87,2278
15076,749.79,720,42,768
15077,3129.1799999999985,2980,354,3509
15078,2383.83,5113,242,2644
15079,294.39000000000004,81,12,301
15080,320.79,14,1,323
15081,198.09,2,1,199
15082,221.25,61,2,294
15083,256.02,169,1,263
15084,206.96999999999997,232,3,212
15085,241.05000000000018,352,27,304
15086,720.3600000000001,200,42,800
15087,249.65999999999997,36,5,255
15088,197.94,5,1,207
15089,358.74,4,1,360
15090,225.81,17,3,555
15091,3378.330000000004,6664,295,3485
15092,181.98,5,1,196
15093,159.8699999999999,29,9,304
15094,211.8,27,3,254
15095,200.67000000000002,6,1,208
15096,188.88,23,1,224
15097,274.5,200,21,280
15098,217.5,5,1,227
15099,188.04,127,1,190
15100,607.8299999999996,614,67,659
15101,234.12000000000003,12,2,250
15102,378.75,50,1,379
15103,343.28999999999996,66,5,356
15104,437.73,212,5,440
15105,634.5,770,41,688
15106,254.67,4,1,267
15107,210.72,9,1,216
15108,983.3700000000002,510,112,1265
15109,272.63999999999993,14,5,291
15110,345.65999999999997,387,66,394
15111,213.32999999999998,9,1,222
15112,359.34,16,2,364
15113,839.4300000000002,1458,30,1043
15114,247.5,47,4,255
15115,535.2,24,1,535
15116,243.45000000000002,2,1,244
15117,268.08000000000004,236,7,278
15118,800.8199999999998,678,58,1013
15119,1286.6999999999996,193,17,1322
15120,201.29999999999998,33,2,211
15121,235.2,287,99,451
15122,164.78999999999994,17,6,347
15123,203.16,11,1,205
15124,210.39000000000001,42,5,229
15125,202.68,255,50,255
15126,259.53000000000003,15,2,264
15127,488.4299999999999,1257,53,501
15128,315.53999999999996,10,1,321
15129,224.01,269,1,233
15130,128.22,21,8,490
15131,415.71,64,4,419
15132,263.0100000000001,72,9,268
15133,215.97,2,1,218
15134,428.40000000000003,24,1,428
15135,541.3800000000003,986,39,567
15136,113.46000000000001,3,1,181
15137,348.63,592,28,376
15139,13.260000000000002,4,2,186
15140,312.9,32,1,314
15141,754.41,322,27,760
15142,381.71999999999997,9,4,393
15143,382.11,6,1,384
15144,1492.3799999999994,2758,64,1509
15145,202.26000000000002,8,1,224
15146,47.85,2,1,192
15147,257.46,39,1,260
15148,312.9,81,1,316
15150,598.7400000000001,95,7,630
15151,1574.13,258,1,1574
15152,330.78,1101,15,356
15153,227.63999999999993,596,32,250
15154,176.48999999999998,27,4,183
15155,422.7,31,3,426
15156,569.58,12,3,594
15157,628.2299999999999,246,12,648
15158,311.13,650,8,312
15159,198.15000000000003,322,29,265
15160,1459.5000000000007,611,88,1569
15161,639.7800000000001,495,19,673
15162,393.8100000000001,631,89,447
15163,1725.2100000000003,3521,100,1791
15164,236.82,52,2,237
15166,756.3600000000008,1694,167,1021
15167,228.93,4,1,239
15168,1345.1700000000003,952,34,1352
15169,204.69,342,2,205
15170,590.6999999999994,927,169,775
15171,272.34,12,1,273
15172,209.57999999999998,32,1,242
15173,427.5300000000001,861,18,458
15174,270.17999999999995,13,2,277
15175,598.47,26,2,600
15176,199.05,127,13,217
15177,632.04,76,4,664
15178,338.36999999999995,13,2,357
15179,411.7199999999999,125,24,444
15180,516.4200000000001,9,2,816
15181,199.73999999999998,9,4,273
15182,227.25,198,27,242
15183,230.31,13,1,244
15184,732.66,29,1,739
15185,191.57999999999998,2,1,192
15186,498.03,13,1,505
15187,175.62,6,1,194
15188,180.6,5,1,181
15189,283.14,10,2,289
15190,324.27,561,9,348
15191,547.26,569,1,548
15192,346.35,191,18,381
15193,562.3199999999999,57,4,584
15194,558.8400000000001,259,20,573
15195,253.64999999999998,402,26,699
15196,693.69,67,19,777
15197,255.08999999999997,4,1,324
15198,253.14000000000001,2,1,260
15199,1094.76,699,99,1177
15200,179.25,18,1,180
15201,1133.07,903,49,1261
15202,368.34000000000003,2,1,368
15203,363.41999999999996,155,9,380
15204,209.31,4,1,223
15205,191.25,256,5,193
15206,284.04,626,9,292
15207,1138.3200000000002,116,8,1142
15208,1722.6000000000008,3227,112,1831
15209,259.59000000000003,78,2,260
15210,202.83000000000004,93,10,212
15211,194.52,60,6,240
15212,266.28000000000003,26,1,271
15213,231.66,28,1,240
15214,204.93,3,1,215
15215,438.4800000000001,385,77,535
15216,311.04,68,2,324
15217,227.51999999999998,34,2,246
15218,284.21999999999997,6,2,301
15219,233.13,21,1,237
15220,958.4999999999995,2400,121,1013
15222,177.09,4,2,185
15223,381.51,93,5,383
15224,232.14,401,4,235
15225,198.69,30,7,223
15226,1309.0800000000004,3754,224,1445
15227,267.90000000000003,11,1,269
15228,308.76,478,1,310
15229,446.0700000000001,269,43,494
15231,381.27,14,2,429
15232,264.63,11,5,274
15233,161.57999999999998,2,1,275
15234,298.2299999999999,110,23,314
15235,189.14999999999998,16,2,194
15236,249.54,7,1,256
15237,324.69,256,5,328
15238,447.47999999999996,664,8,455
15239,185.07,6,1,200
15240,522.75,237,3,547
15241,217.40999999999997,343,5,223
15242,188.33999999999997,10,1,189
15243,194.91,9,1,204
15244,2181.87,4187,76,2206
15245,969.7200000000007,747,179,1263
15246,674.76,1727,86,708
15247,187.29000000000002,7,2,188
15248,233.07,524,3,235
15249,235.01999999999998,22,2,238
15250,292.40999999999997,12,2,297
15251,490.67999999999995,1682,46,506
15252,176.51999999999998,302,26,216
15253,207.06,9,1,213
15254,225.15,21,1,242
15255,162.69000000000005,22,8,212
15256,231.48,27,4,290
15257,221.31,29,1,227
15258,599.25,295,9,606
15259,339.8999999999999,208,28,389
15260,189.51,13,1,194
15261,577.5000000000002,1375,141,739
15262,666.72,314,15,674
15263,1422.3900000000006,2765,62,1459
15264,309.57,6,3,348
15265,263.93999999999994,10,3,290
15266,1381.98,2854,99,1485
15267,587.52,197,18,604
15268,91.62000000000002,89,4,285
15269,169.2,5,1,182
15270,247.62,122,4,258
15271,878.46,2436,97,1445
15272,169.38000000000002,71,11,270
15273,223.86,77,1,258
15274,174.75,102,6,217
15275,929.3099999999997,1613,22,936
15276,175.53000000000003,32,3,186
15277,1652.37,3515,54,1712
15278,581.1000000000004,167,37,755
15279,221.28,32,1,231
15280,204.54000000000002,483,15,210
15281,288.78000000000003,4,1,298
15282,233.33999999999997,250,4,253
15283,262.47,9,4,320
15284,243.98999999999998,9,2,250
15285,375.5399999999999,746,76,451
15286,207.03,176,6,216
15287,183.63,30,1,193
15288,310.92,3,1,326
15289,210.02999999999997,33,2,220
15290,314.7299999999999,397,13,343
15291,485.76000000000005,62,2,486
15292,225.75,14,1,233
15293,149.13,9,2,183
15294,267.57,41,2,269
15295,2262.2700000000013,1584,50,2281
15296,365.91,175,19,405
15297,278.7,475,3,279
15298,250.62,5,1,263
15299,205.98000000000002,21,1,221
15300,141.15000000000003,208,14,206
15301,359.61,7,1,388
15302,1476.6899999999991,1460,191,1882
15303,258.47999999999996,10,1,261
15304,220.2,12,1,224
15305,193.79999999999998,109,1,196
15306,207.36,7,1,209
15307,381.71999999999997,27,2,400
15308,201.75,8,2,224
15309,339.98999999999995,68,6,349
15310,265.40999999999997,15,1,275
15311,3344.61,606,5,3346
15312,797.5800000000002,77,32,1229
15313,190.32000000000002,18,1,199
15314,370.14000000000004,921,12,372
15315,326.22,12,2,332
15316,314.30999999999995,163,11,328
15317,660.8700000000001,22,9,714
15318,593.1,51,20,859
15319,175.98,129,4,197
15321,235.14000000000001,36,1,243
15322,224.85,198,27,251
15323,265.91999999999996,32,9,272
15324,253.92,9,1,254
15325,176.97,6,2,181
15326,695.37,1536,38,731
15327,274.95,15,2,287
15328,1644.7500000000023,1661,182,1804
15329,256.98,31,1,257
15330,229.47,9,1,234
15331,1710.0599999999997,4429,309,1843
15332,258.0,23,1,259
15333,203.1,8,1,210
15334,280.71000000000004,42,9,290
15335,240.12,10,2,241
15336,185.82000000000002,2,1,201
15337,298.14,650,32,306
15338,323.42999999999995,743,24,345
15339,1587.750000000001,965,110,1700
15340,424.8,6,1,434
15341,732.87,370,1,734
15342,367.29,13,1,375
15343,229.17000000000002,14,1,230
15344,287.25,417,3,317
15346,425.1599999999999,98,8,471
15347,364.17,671,34,391
15348,187.47,142,4,191
15349,200.49000000000007,175,32,312
15350,1764.0300000000004,4687,88,1800
15351,246.0,3,1,246
15352,140.78999999999996,25,11,255
15353,334.95,9,3,339
15354,266.31,12,1,267
15355,243.57,6,2,245
15357,510.69000000000045,290,54,570
15358,216.69,9,1,222
15359,186.33,8,1,186
15360,1717.7100000000012,2663,199,1836
15361,244.14000000000001,5,1,249
15362,211.71,16,2,219
15363,527.01,648,20,540
15364,570.8100000000001,143,7,611
15365,595.26,337,49,673
15366,152.43,184,19,300
15367,161.1,220,20,189
15368,226.29,22,5,256
15369,228.59999999999997,153,5,242
15370,312.0899999999999,663,38,319
15371,465.51,639,8,476
15372,357.41999999999996,80,4,371
15373,460.38000000000005,298,30,538
15374,234.03,9,3,296
15375,245.10000000000002,532,15,253
15376,242.22,5,2,254
15378,244.44,9,1,250
15379,191.22,15,3,215
15380,239.7,2,1,243
15381,131.09999999999997,31,11,219
15382,173.76000000000002,88,15,201
15383,244.89000000000001,26,3,261
15384,529.1099999999999,37,5,535
15385,433.0500000000002,383,62,456
15386,221.25,3,1,262
15387,213.63,11,2,220
15388,206.13,11,1,211
15389,490.38,107,3,495
15391,682.4100000000001,19,4,706
15392,398.49,117,19,440
15393,1569.9599999999998,1340,136,1629
15394,236.39999999999998,653,24,294
15395,180.00000000000003,58,7,207
15396,237.18,51,2,270
15398,1777.4100000000017,3988,148,1897
15399,251.96999999999997,99,3,254
15400,179.01000000000002,2,1,180
15401,370.86,9,1,372
15402,206.57999999999998,121,6,221
15403,266.34000000000003,22,1,273
15404,532.9200000000001,291,13,535
15405,353.70000000000005,11,1,354
15406,284.01,7,1,285
15407,212.19000000000003,555,19,218
15408,467.91,19,1,476
15409,1362.480000000002,2602,387,1908
15410,336.54,36,3,349
15411,319.97999999999996,12,1,328
15412,34.98000000000005,14,5,429
15413,433.2,211,20,461
15414,162.96,13,3,213
15415,161.43,77,3,185
15416,339.11999999999995,34,11,498
15417,1677.8700000000003,524,20,1682
15418,843.93,694,65,864
15419,384.27,13,2,391
15420,1741.4699999999998,3666,149,2943
15421,398.22,6,1,398
15422,220.05,167,1,220
15423,346.0200000000001,607,43,551
15424,670.74,1464,57,717
15425,293.13000000000005,721,34,325
15426,3107.8199999999974,10017,529,3448
15427,376.02000000000004,111,3,378
15428,274.86,12,1,275
15429,288.06,10,1,288
15430,182.88,120,3,191
15431,334.41,360,1,334
15432,246.12,9,1,247
15433,207.27,9,1,209
15434,2410.2599999999966,6535,296,2538
15435,1883.7599999999998,1438,164,2081
15436,288.09000000000003,13,1,288
15437,298.53,707,9,305
15438,239.60999999999999,329,6,243
15439,571.8000000000002,107,40,1055
15440,39.92999999999999,13,6,311
15441,1053.72,166,7,1083
15442,243.95999999999998,131,3,263
15443,216.57000000000005,130,10,238
15444,185.22,18,1,189
15445,273.96,495,4,313
15446,305.64,17,1,313
15447,177.54,362,4,208
15448,209.67000000000002,3,1,240
15449,271.14,17,6,311
15450,632.5200000000002,112,23,659
15451,232.64999999999998,15,2,258
15452,951.8999999999999,715,46,983
15453,411.11999999999995,13,1,412
15454,256.38,27,1,268
15455,292.68,239,22,302
15456,2031.8700000000022,5953,183,2134
15457,217.44000000000003,667,32,250
15458,418.5899999999999,278,28,437
15459,435.51,38,3,443
15460,382.2900000000001,520,12,393
15461,203.28000000000003,21,2,208
15462,282.06,27,9,450
15463,254.7,2,1,263
15464,1643.6699999999992,4855,178,1712
15465,194.67000000000002,20,2,196
15466,257.84999999999997,29,1,278
15467,117.72000000000001,80,19,215
15468,221.46,6,2,222
15469,218.73000000000002,16,3,230
15470,571.47,652,125,1200
15471,445.61999999999995,574,9,448
15472,168.39,87,3,185
15473,367.08,17,2,369
15474,910.5000000000003,1151,93,950
15475,255.72000000000003,32,3,292
15476,670.6500000000002,415,49,710
15477,182.73,9,2,183
15478,169.20000000000002,3,1,190
15479,211.92,54,1,219
15480,143.37,161,38,231
15481,330.3899999999998,491,26,385
15482,397.2,72,7,404
15483,201.96,12,1,205
15484,354.75,753,11,362
15485,2137.5599999999995,3665,153,2421
15486,337.65,37,13,425
15487,270.93,265,31,327
15488,598.02,6,3,608
15489,569.6700000000001,80,6,619
15490,319.53,32,1,334
15491,2218.709999999999,2613,394,3247
15492,348.39,74,3,369
15493,171.03,55,13,264
15494,1786.499999999998,1727,260,2049
15495,207.39,625,13,251
15496,306.23999999999995,22,2,323
15497,136.53,35,15,232
15498,198.11999999999998,17,1,212
15499,283.05,15,1,283
15500,321.39,159,7,345
15501,150.93,14,1,186
15502,270.78,3,1,298
15504,257.31,37,2,258
15505,280.62,5,1,284
15506,206.91,116,11,215
15507,285.78,829,53,324
15508,210.69,5,2,220
15509,432.5400000000001,806,48,462
15511,304.32000000000005,18,1,304
15512,192.87,28,1,193
15513,184.85999999999999,2,1,185
15514,317.07,29,9,346
15515,226.14,14,1,227
15516,1284.3899999999999,517,30,1313
15517,420.69000000000005,231,14,437
15518,447.15,144,1,453
15519,200.51999999999998,10,2,205
15520,452.52000000000004,178,6,464
15521,192.72,22,3,208
15522,436.89,118,9,443
15523,550.3199999999999,241,12,562
15524,204.06,4,2,293
15525,943.9500000000003,935,37,962
15526,437.60999999999984,33,9,725
15527,2711.999999999998,1215,152,2878
15528,361.9500000000001,466,17,382
15529,449.82,250,4,450
15530,244.65000000000003,167,4,250
15531,270.36,10,1,282
15532,358.83000000000004,53,2,362
15533,273.06,253,3,279
15534,205.32,26,2,216
15535,186.54,3,1,190
15536,256.74,124,29,363
15537,204.83999999999997,2,1,245
15538,451.5,46,5,463
15539,14.399999999999977,10,5,451
15540,403.71000000000026,659,81,667
15541,449.90999999999997,8,3,457
15542,1668.81,51,2,1670
15543,199.67999999999998,71,1,203
15544,509.9700000000002,972,73,560
15545,945.5699999999998,215,14,963
15546,285.3,12,6,301
15547,528.48,149,13,543
15548,519.4799999999998,871,34,563
15549,265.55999999999995,652,61,322
15550,490.86,121,2,503
15551,995.5800000000003,689,115,1134
15552,394.02,13,3,399
15553,15.18,4,2,580
15554,342.9,2,1,345
15555,389.42999999999995,445,24,439
15556,311.97,297,16,327
15557,519.0599999999998,749,121,752
15558,483.84,25,3,490
15559,306.84,19,1,307
15560,1205.46,154,51,1550
15561,318.51,10,2,404
15562,171.75,13,2,204
15563,197.91000000000003,21,9,334
15564,768.09,1510,44,818
15565,293.07,16,1,295
15566,226.95,3,1,234
15567,209.37,12,3,214
15568,225.09000000000003,320,10,235
15569,190.86,2,1,213
15571,536.8500000000001,454,22,548
15572,2159.370000000001,149,35,2213
15573,311.88,283,2,314
15574,228.32999999999998,40,3,237
15575,245.48999999999998,35,2,253
15576,80.58,16,6,329
15577,149.82,103,36,263
15578,774.0600000000001,443,22,808
15579,180.03,24,1,184
15580,1751.3099999999995,1106,189,2160
15582,689.82,1205,75,784
15583,401.21999999999997,4,1,402
15584,359.99999999999994,403,11,375
15585,917.37,2284,57,934
15586,469.71000000000004,356,99,822
15587,286.98,25,2,301
15588,449.8800000000001,275,20,465
15589,190.74,4,2,233
15590,409.34999999999997,10,1,428
15591,183.29999999999998,2,1,188
15592,266.85,506,21,276
15593,172.32000000000002,4,1,187
15594,1880.4600000000005,1511,44,1965
15595,235.43999999999997,44,2,236
15596,287.6699999999999,452,21,292
15597,413.25000000000006,9,2,415
15598,233.91,2,1,235
15599,689.5200000000001,155,13,704
15600,211.97999999999996,264,38,281
15601,348.45000000000005,45,1,353
15602,157.46999999999997,4,2,274
15603,272.28000000000003,430,10,276
15604,82.56,10,4,180
15605,307.38,57,6,379
15606,333.06000000000006,248,19,423
15607,203.51999999999998,533,39,248
15608,223.89000000000001,73,31,481
15609,1686.4199999999987,1961,297,2213
15610,479.7,1218,39,531
15611,200.57999999999998,251,3,207
15612,2783.9100000000008,1283,270,2949
15613,183.48,39,1,184
15614,223.68,15,3,234
15615,730.08,317,32,891
15616,363.53999999999985,94,15,404
15617,206.64,187,5,244
15618,285.57,2,1,292
15619,688.4400000000002,480,139,818
15620,208.41000000000003,7,3,257
15621,179.31,380,5,215
15622,303.0,4,1,343
15623,370.16999999999996,508,15,380
15624,237.81,8,3,273
15625,220.59,20,1,225
15626,509.88000000000005,116,9,590
15627,186.63,16,1,192
15628,179.88000000000002,6,1,183
15629,236.43,64,2,240
15630,878.1599999999999,23,9,1104
15631,191.88,39,1,197
15632,212.28000000000003,6,2,212
15633,684.0,721,72,728
15634,280.79999999999995,663,46,304
15635,209.34,13,1,211
15636,247.77,12,1,250
15637,173.04000000000002,213,12,188
15638,184.14000000000001,7,2,202
15639,205.17000000000002,237,33,285
15640,209.97,18,6,232
15641,1555.1999999999998,236,6,1567
15642,323.91,17,1,336
15643,1156.5900000000001,633,100,1229
15644,161.31,11,1,181
15645,189.99000000000004,14,3,197
15646,540.75,398,15,564
15647,1389.66,139,23,1422
15648,187.41000000000003,50,2,189
15649,217.85999999999999,169,7,226
15650,523.7399999999999,206,21,566
15651,1641.48,47,4,1659
15652,217.98000000000002,492,20,225
15653,230.49,22,4,239
15654,357.06,16,6,525
15655,277.44,13,1,293
15656,15.539999999999997,5,2,201
15657,269.67,6,1,282
15658,208.02,8,1,213
15660,246.48,13,1,247
15661,410.61,122,1,411
15662,215.19,8,1,218
15663,293.76,20,3,309
15664,363.33000000000004,34,2,364
15665,245.97,26,1,253
15666,228.60000000000002,16,2,234
15667,3379.859999999999,8671,279,3576
15668,235.01999999999998,6,1,239
15669,309.42,2,1,316
15670,276.78000000000003,642,31,290
15671,781.7100000000002,1930,43,805
15672,213.99,18,1,235
15673,199.41,38,1,205
15674,318.11999999999995,58,9,336
15675,224.79000000000005,588,19,231
15676,191.34,7,1,193
15677,314.46000000000004,2,1,315
15678,244.47000000000003,14,2,248
15679,333.4199999999998,207,55,589
15680,1051.95,321,1,1052
15682,412.68,16,2,424
15683,236.13,3,1,242
15684,230.73000000000002,23,2,243
15685,101.28000000000002,7,2,194
15686,184.26,50,2,194
15687,237.05999999999997,234,3,244
15688,198.99,19,2,208
15689,375.62999999999977,379,97,609
15690,688.0800000000002,76,2,691
15691,250.68000000000004,9,2,257
15692,570.0900000000003,152,46,1107
15693,790.1099999999998,859,47,809
15694,226.26,44,3,234
15695,188.79,19,2,197
15696,171.18,51,13,211
15697,1012.9799999999998,1208,190,1223
15698,217.95000000000002,19,2,218
15699,85.32000000000001,10,5,238
15700,278.28,13,1,278
15701,212.1,9,1,218
15702,260.25,12,1,261
15703,1546.4399999999991,1369,137,1619
15704,167.13,22,8,188
15705,176.37000000000003,86,7,180
15706,1002.9900000000001,2788,44,1016
15707,1256.6399999999996,150,52,1971
15708,192.69000000000003,376,12,197
15709,547.38,1254,133,630
15710,214.64999999999998,9,3,271
15711,1214.0099999999995,2747,143,1333
15712,459.0,464,10,478
15713,180.96,17,2,199
15714,226.35000000000002,20,4,231
15715,2435.8800000000006,2946,444,2994
15716,377.73,997,93,441
15717,116.43000000000004,41,20,180
15718,214.16999999999996,45,5,218
15719,874.8,2045,7,877
15720,216.51,15,4,244
15721,195.75,19,1,196
15722,151.02,304,28,277
15723,279.35999999999996,28,1,291
15724,202.38000000000002,7,3,236
15725,177.96,6,2,195
15726,84.35999999999999,10,4,197
15727,291.92999999999995,36,10,322
15728,275.61,15,2,283
15729,259.26,110,7,266
15730,198.54,9,1,201
15731,530.2800000000002,243,49,586
15732,979.8899999999996,590,94,1113
15733,268.98,63,2,269
15734,452.42999999999995,346,3,465
15735,412.71000000000004,298,17,416
15736,1199.3999999999999,1250,66,1237
15737,232.85999999999999,8,1,246
15738,179.85,121,9,195
15739,683.52,959,172,989
15740,859.2,334,77,1023
15741,217.47000000000003,17,2,219
15742,384.27,25,2,390
15743,530.3100000000001,17,6,580
15744,1252.9199999999994,2010,329,1599
15745,798.06,482,47,843
15746,347.94,10,1,349
15747,187.71,12,4,225
15748,439.98,50,1,453
15749,528.06,467,11,530
15750,209.28,70,1,209
15751,4.859999999999999,2,1,416
15752,373.74,169,2,391
15753,296.34,2,1,298
15754,294.06,22,1,294
15755,1345.9200000000003,3189,41,1353
15756,592.1399999999999,411,46,675
15757,522.2700000000001,20,4,605
15758,451.74000000000007,135,16,467
15759,134.94,30,12,398
15760,214.79999999999998,421,6,232
15761,641.4000000000003,534,55,683
15762,190.56,6,1,191
15763,651.48,196,5,652
15764,702.7199999999997,1396,88,777
15765,312.33000000000004,141,2,329
15766,203.61,9,3,258
15767,178.62,101,12,241
15768,243.9,10,1,258
15769,438.63000000000005,37,1,448
15770,400.62,82,2,404
15771,194.57999999999998,9,1,196
15772,767.0100000000001,17,8,773
15773,474.87,48,2,478
15774,285.96000000000004,14,1,298
15775,220.29,2,1,222
15776,160.35,17,5,182
15777,493.59,190,5,511
15778,1384.0499999999997,460,135,1642
15779,185.88,8,1,190
15780,189.08999999999997,8,2,191
15781,855.2399999999999,764,16,874
15782,321.12,23,3,327
15783,247.23,22,1,249
15784,394.95,15,3,397
15785,206.88,476,10,216
15786,627.27,12,2,631
15787,412.83000000000015,223,28,456
15788,384.23999999999995,714,17,407
15789,2613.1199999999994,689,89,2653
15790,378.7499999999999,930,43,445
15791,184.92,21,7,193
15792,682.56,1333,106,914
15793,368.9699999999998,157,28,770
15795,219.69,66,1,225
15796,245.13,571,24,258
15797,268.95,2,1,274
15798,536.7900000000001,338,7,543
15799,195.74999999999991,39,14,322
15800,320.28000000000003,4,2,360
15801,1877.0099999999998,346,66,1962
15802,60.99000000000014,22,10,344
15803,2085.780000000001,1992,78,2147
15804,200.16,5,1,214
15805,191.76,8,1,203
15806,192.45,8,3,198
15807,462.47999999999996,1107,21,481
15808,281.13000000000005,24,2,287
15809,662.31,568,35,691
15810,174.27,4,2,209
15811,240.45000000000002,29,1,251
15812,430.59,275,29,465
15813,427.8899999999998,1193,72,462
15814,413.43000000000006,171,7,423
15815,383.90999999999997,31,4,397
15816,218.67000000000002,11,1,357
15817,177.66000000000003,27,3,187
15818,542.76,37,4,598
15819,117.0,3,1,235
15820,343.8300000000001,536,38,396
15821,371.90999999999997,16,2,372
15822,484.7999999999996,966,103,620
15823,232.71,9,2,240
15824,161.58,22,2,190
15825,245.76,18,1,246
15826,230.22,9,1,231
15827,2253.78,1404,27,2262
15828,252.66,16,1,253
15829,284.31,47,2,293
15830,204.98999999999998,101,3,207
15831,314.00999999999993,31,13,358
15832,1166.8800000000003,439,158,1616
15833,297.12,95,1,308
15834,491.07000000000005,209,2,503
15835,1449.3299999999992,1357,206,1874
15836,228.09,14,1,231
15837,258.53999999999996,12,1,265
15838,182.19,10,1,217
15839,369.90000000000003,17,1,371
15840,908.22,692,28,943
15841,788.6700000000001,427,16,805
15842,186.87,22,3,189
15843,271.86,15,1,274
15844,232.05,12,1,241
15845,309.6599999999999,270,26,403
15846,293.97,21,2,299
15847,312.99000000000007,25,2,318
15848,222.0,328,2,254
15849,265.5,27,1,266
15850,377.85,83,1,382
15851,122.1,47,13,194
15852,377.94,19,2,408
15853,1637.7899999999997,1298,24,1714
15854,718.8300000000005,684,54,822
15855,1444.1399999999994,3692,366,1646
15856,539.8199999999999,33,5,582
15857,917.2799999999996,2497,87,983
15858,262.08,10,1,278
15859,494.16,106,3,547
15860,209.90999999999997,577,18,218
15861,215.82000000000002,361,9,232
15862,219.81000000000003,33,3,245
15863,585.69,645,39,706
15864,254.97000000000003,134,5,258
15865,212.85000000000002,13,4,217
15866,180.93,9,2,183
15867,1654.1699999999996,1612,39,1679
15868,310.29,127,12,314
15869,123.27000000000001,36,1,261
15870,183.69,4,2,190
15871,382.35,486,3,455
15872,542.52,47,1,554
15873,2281.470000000005,5696,523,2651
15874,187.32000000000002,11,2,188
15875,304.56,583,7,327
15876,167.16,81,12,188
15877,275.97,354,11,290
15878,230.07,11,2,230
15879,301.8,392,2,323
15880,691.8900000000003,750,59,745
15881,308.42999999999995,13,4,344
15882,147.06,17,1,240
15883,249.57,2,1,250
15884,288.39,3,1,298
15885,203.88,204,1,204
15886,291.62999999999994,219,34,327
15887,237.66,6,1,247
15888,460.95,134,1,480
15889,2444.1299999999987,1126,114,2604
15890,377.55000000000007,821,62,447
15891,335.30999999999995,9,3,339
15892,209.07,97,1,220
15893,280.1699999999999,37,14,357
15894,276.71999999999997,58,23,414
15895,226.23,12,1,232
15896,275.46000000000004,89,5,277
15897,174.87,96,1,182
15898,228.57,6,1,229
15899,199.8,11,1,211
15900,254.79000000000002,15,2,259
15901,358.68,15,4,376
15902,199.53,9,1,214
15903,2189.46,2118,101,2228
15904,154.05,8,1,196
15905,342.57,10,1,355
15906,3109.350000000002,4551,100,3183
15907,1221.6599999999999,94,6,1224
15908,196.98,21,1,208
15909,213.39,10,2,215
15910,234.93,171,16,261
15911,174.36,19,1,189
15912,191.25,13,1,198
15913,611.37,44,16,652
15914,160.55999999999997,111,22,183
15915,341.82000000000016,313,50,383
15917,348.09000000000003,413,12,360
15918,224.31,12,1,237
15919,204.06000000000003,42,2,218
15920,622.7100000000004,939,43,670
15921,224.04000000000002,9,1,235
15922,287.70000000000005,65,6,332
15923,312.99,11,2,327
15924,181.62,44,1,186
15925,178.95,71,5,208
15926,297.81,10,3,303
15927,204.6,55,3,206
15928,521.5799999999999,130,37,1038
15929,186.9,24,12,204
15930,243.63,2,1,247
15931,175.5,408,8,195
15932,1619.2500000000002,217,21,1804
15933,292.56000000000006,12,6,304
15934,557.5200000000001,428,42,634
15935,360.09000000000003,110,1,366
15936,196.68000000000004,20,4,220
15937,246.17999999999998,61,1,251
15938,252.27,57,2,254
15939,205.14,33,1,210
15940,634.4099999999999,321,61,839
15941,1187.2800000000009,861,181,1750
15942,122.97000000000001,29,13,189
15943,119.49,54,19,226
15944,271.5,44,4,282
15945,205.26,23,2,219
15946,165.3,17,7,394
15947,391.2,13,1,407
15948,135.83999999999997,218,48,550
15949,323.4,9,1,329
15950,450.45,124,27,505
15951,201.03,10,1,201
15952,204.84,11,1,210
15953,211.29,17,1,221
15954,380.1,1043,51,405
15955,166.98,13,1,199
15956,506.48999999999995,28,3,513
15958,373.05,82,1,373
15960,449.01,25,2,449
15961,227.22,4,1,235
15962,338.13,172,3,360
15963,740.4599999999987,1479,272,1231
15964,488.8500000000001,1246,133,743
15965,206.64,40,8,234
